RESPID_AP20,LANGUAGE_AP20,INTERVIEW_START_AP20,INTERVIEW_END_AP20,ECON1MOD_AP20,ECON1BMOD_AP20,TYPOLOGYb_AP20,COVIDWORK_a_AP20,COVIDWORK_b_AP20,COMATTACH_AP20,VET1_AP20,VOL12_CPS_AP20,HLTHRATE_AP20,DISA_AP20,ROBWRK_AP20,RESPFUT_AP20,EMINUSE_AP20,INTMOB_AP20,INTFREQ_AP20,HOMEINTSERV_AP20,SMUSE_a_AP20,SMUSE_b_AP20,SMUSE_c_AP20,SMUSE_d_AP20,SMUSE_e_AP20,SMUSE_f_AP20,SMUSE_g_AP20,SMUSE_h_AP20,BOOKS_AP20,RADIO_AP20,DEVICE1a_AP20,SMART2_AP20,RELIG_AP20,BORN_AP20,ATTEND_AP20,RELIMP_AP20,PRAY_AP20,REG_AP20,INSURANCE_AP20,SEXASK_AP20,MARITAL_AP20,PARTY_AP20,PARTYLN_AP20,HISP_AP20,RACEMOD_1_AP20,RACEMOD_2_AP20,RACEMOD_3_AP20,RACEMOD_4_AP20,RACEMOD_5_AP20,RACEMOD_6_AP20,RACECMB_AP20,AGE_AP20,EDUC_ACS_AP20,NUMADULTS_AP20,NATIVITY_AP20,INCOME_AP20,REGION_NAME,MSA,MODE,BASEWEIGHT,WEIGHT
3089.0,English,2020-07-30,,Only fair,About the same,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","No, has not happened",Somewhat attached,"No, nobody in household",No,Good,No,Probably happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Never,Not too important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Democrat,,Yes,0.0,0.0,0.0,0.0,0.0,Some other race or origin,Some other race,51.0,GED or alternative credential,3.0,Another country,"$50,000 to less than $75,000",West,Metropolitan Statistical Area,Mail,2.4399495024969826,3.2353935748308857
3090.0,English,2020-07-30,,Only fair,Worse,Business corporations make too much profit,"No, has not happened",Refused,Somewhat attached,"No, nobody in household",No,Good,No,Probably happen,Schools,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Never,Somewhat important,A few times a week,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Independent,The Democratic Party,No,White,0.0,0.0,0.0,0.0,0.0,White,51.0,12th Grade – NO DIPLOMA,2.0,U.S.,"$50,000 to less than $75,000",Northeast,Not in CBSA,Mail,2.1311079940977207,1.627783241177997
3091.0,English,2020-07-30,,Good,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Not too attached,"Yes, self",Yes,Excellent,No,Probably happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","Yes, use this","Yes, use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",Once or twice a month,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Independent,Refused,No,0.0,Black or African American,0.0,0.0,0.0,0.0,Black or African-American,52.0,"Master’s degree (for example: MA, MS, MEng, MEd, MSW, MBA)",2.0,U.S.,"$150,000 or more",South,Metropolitan Statistical Area,Mail,2.1311079940977207,0.67021757976355
3092.0,English,2020-07-30,,Poor,Worse,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","Yes, has happened",Very attached,"No, nobody in household",Yes,Very good,No,Probably happen,Schools,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this",Refused,Refused,Refused,Refused,Refused,Yes,"Yes, have a cellphone",Refused,Roman Catholic,"No, not born-again or evangelical Christian",Once a week,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Democrat,,No,0.0,0.0,Asian or Asian-American,0.0,0.0,0.0,Asian or Asian-American,52.0,Regular high school diploma,4.0,Another country,"$75,000 to less than $100,000",South,Metropolitan Statistical Area,Mail,3.196661991146581,1.736024249527642
3093.0,English,2020-07-30,,Poor,About the same,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",Yes,Good,No,Probably not happen,Individuals themselves,Yes,Yes,Several times a day,Refused,"No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Once or twice a month,Very important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,53.0,"Master’s degree (for example: MA, MS, MEng, MEd, MSW, MBA)",4.0,U.S.,"$30,000 to less than $40,000",Northeast,Micropolitan Statistical Area,Mail,1.821604152219351,0.43266097318175045
3094.0,English,2020-07-30,,Only fair,About the same,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","No, has not happened",Not too attached,"No, nobody in household",No,Fair,Yes,Probably happen,Employers,No,No,I do not use the Internet (PAPI only),,,,,,,,,,0.0,Yes,"Yes, have a cellphone","No, not a smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Seldom,Very important,Once a day,You are NOT registered to vote at your current address,Covered by health insurance,Male,Never been married,Something else,The Republican Party,No,White,0.0,0.0,0.0,0.0,0.0,White,54.0,12th Grade – NO DIPLOMA,1.0,U.S.,"Less than $10,000",Northeast,Metropolitan Statistical Area,Mail,1.0655539970488603,2.0155465450884176
3095.0,English,2020-07-30,,Good,Worse,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"Yes, someone else in household",No,Very good,No,Probably happen,Schools,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","Yes, use this","Yes, use this",5.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",Once a week,Very important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,54.0,"Master’s degree (for example: MA, MS, MEng, MEd, MSW, MBA)",2.0,U.S.,"$100,000 to less than $150,000",Midwest,Metropolitan Statistical Area,Mail,2.1311079940977207,0.585796602798205
3096.0,English,2020-07-30,,Only fair,Better,Business corporations make too much profit,"Yes, has happened","No, has not happened",Very attached,"No, nobody in household",No,Excellent,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",1.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",A few times a year,Somewhat important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,55.0,"Some college credit, but less than 1 year of college credit",3.0,U.S.,"$100,000 to less than $150,000",Midwest,Metropolitan Statistical Area,Mail,3.196661991146581,0.9834171254778973
3097.0,English,2020-07-30,,Good,Better,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","Yes, has happened",Very attached,"Yes, self",No,Good,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this",Refused,Refused,Refused,Refused,Refused,Refused,0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",A few times a year,Very important,Once a week,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,55.0,Regular high school diploma,2.0,U.S.,"$50,000 to less than $75,000",Northeast,Micropolitan Statistical Area,Mail,2.1053642444871223,1.2312957750240179
3098.0,English,2020-07-30,,Only fair,Worse,Business corporations make too much profit,"No, has not happened","Yes, has happened",Very attached,"No, nobody in household",Yes,Excellent,No,Definitely happen,The federal government,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",50.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Never,Somewhat important,A few times a week,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Independent,The Democratic Party,No,White,0.0,0.0,0.0,0.0,0.0,White,55.0,"Professional degree beyond a bachelor’s degree (for example: MD, DDS, DVM, LLB, JD)",3.0,U.S.,"$50,000 to less than $75,000",Midwest,Metropolitan Statistical Area,Mail,3.196661991146581,0.7768781321183219
3099.0,English,2020-07-30,,Good,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Very attached,"No, nobody in household",No,Very good,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",Seldom,Not too important,Seldom,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Divorced,Independent,The Republican Party,No,White,0.0,0.0,0.0,0.0,0.0,White,55.0,"Bachelor’s degree (for example: BA, BS)",1.0,U.S.,"$100,000 to less than $150,000",Midwest,Metropolitan Statistical Area,Mail,1.0655539970488603,0.26892631538708406
3100.0,English,2020-07-30,,Good,About the same,Most corporations make a fair and reasonable amount of profit,"No, has not happened","Yes, has happened",Somewhat attached,"No, nobody in household",No,Excellent,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this",2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Never,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,56.0,"1 or more years of college credit, no degree",2.0,U.S.,"$150,000 or more",Midwest,Metropolitan Statistical Area,Mail,2.1311079940977207,0.66059488599242
3101.0,English,2020-07-30,,Good,Worse,Business corporations make too much profit,"No, has not happened","No, has not happened",Very attached,"No, nobody in household",Yes,Good,No,Probably happen,Individuals themselves,Refused,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","Yes, use this","Yes, use this",2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",A few times a year,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Never been married,Democrat,,No,0.0,Black or African American,0.0,0.0,0.0,0.0,Black or African-American,56.0,"1 or more years of college credit, no degree",1.0,U.S.,"$40,000 to less than $50,000",South,Metropolitan Statistical Area,Mail,0.9850835826058248,0.39287655558662515
3102.0,English,2020-07-30,,Only fair,About the same,Business corporations make too much profit,"Yes, has happened",Refused,Not too attached,"No, nobody in household",No,Good,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this",2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",Once or twice a month,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Divorced,Democrat,,No,0.0,Black or African American,0.0,0.0,0.0,0.0,Black or African-American,56.0,"1 or more years of college credit, no degree",1.0,U.S.,"$50,000 to less than $75,000",South,Metropolitan Statistical Area,Mail,1.0526821222435612,0.41881065517474253
3103.0,English,2020-07-30,,Only fair,Worse,Business corporations make too much profit,"No, has not happened","No, has not happened",Very attached,"No, nobody in household",No,Good,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this","Yes, use this",12.0,No,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Seldom,Not too important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Never been married,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,57.0,"Bachelor’s degree (for example: BA, BS)",1.0,U.S.,"$50,000 to less than $75,000",Northeast,Metropolitan Statistical Area,Mail,1.0655539970488603,0.34456538252871916
